id|naam|bevoegdeAuthoriteit
1101|Melding van de ingebruikname van een grondwaterwinning voor grootverbruikers|
1102|Melding van de overstap van een zuivere eigenwater­winning naar een gemengde eigenwaterwinning (eigen waterwinning en leidingwater)|
1103|Melding van meet- en bemonsteringsgegevens van het geloosde afvalwater voor de heffing op de waterverontreiniging|
1104|Melding van meet- en bemonsteringsgegevens van het opgenomen oppervlaktewater voor de heffing op de waterverontreiniging|
1105|Prestatievergelijking drinkwatermaatschappijen|
1106|Project Rio-Leren|
1107|Rapportering gemeentelijke sanering|
1108|Rattenbestrijding|
1109|Slibruiming|
1110|Subsidieprogramma gemeentelijke saneringsinfrastructuur|
1111|Subsidiëring Polders|
1112|Vraagafhankelijk vervoer|
1113|Inruilen nummerplaat voor abonnement|
1114|Fietsvergoeding|
1115|Derdebetalersovereenkomsten|
1116|Verhoogde Tegemoetkoming (VT) [vroeger WIGW Omnio]|
1117|Verkoop abonnementen|
1118|Verkoop tickets|
1119|Belastingvermindering bij renovatieovereenkomst (papa- en mamalening)|
1120|Een voorlopige erkenning als paramedicus omzetten naar een definitieve erkenning|
1121|Een erkenning aanvragen als paramedicus|
1122|Een voordeel (of derogatie) op basis van verworven rechten aanvragen voor een paramedisch beroep|
1123|Een erkenning aanvragen als kinesitherapeut voor een bijzondere beroepsbekwaamheid|
1124|Een erkenning aanvragen als arts|
1125|Een erkenning aanvragen als tandarts|
1126|Financiering van lokale multidisciplinaire netwerken|
1127|Geïntegreerde Diensten voor Thuisverzorging|
1128|Gezondheidsgegevens raadplegen via de Patient Health Viewer|
1129|Palliatieve samenwerkingsverbanden|
1130|Zich registreren als zorgkundige|
1131|Een erkenning aanvragen als verpleegkundige voor een bijzondere beroepstitel of een bijzondere beroepsbekwaamheid|
1132|Een erkenning aanvragen als ziekenhuisapotheker|
1133|Een erkenning aanvragen om met een buitenlands diploma van binnen de EER of Zwitserland een gezondheidszorgberoep uit te oefenen|
1134|Een erkenning aanvragen voor een van de drie bijzondere beroepstitels: algemene tandheelkunde, orthodontie of parodontologie.|
1135|Een erkenning aanvragen als arts-specialist of huisarts|
